title,author,year,journal,primary_domain,trend_topics,collections,canonical_old_path,source_txt,source_pdf,duplicate_count,warning
论出售软件序列号和破解程序的行为定性,王迁,2009,法学,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/论出售软件序列号和破解程序的行为定性_王迁.md,txt/论出售软件序列号和破解程序的行为定性_王迁.txt,data/论出售软件序列号和破解程序的行为定性_王迁.pdf,1,
论反不正当竞争法“商业数据专条”的建构——落实中央关于数据产权制度顶层设计的一种方案,孔祥俊,2022,东方法学,知产相关反不正当竞争,商业数据确权与竞争法保护,上海交大知产,papers/论反不正当竞争法“商业数据专条”的建构——落实中央关于数据产权制度顶层设计的一种方案_孔祥俊.md,txt/论反不正当竞争法“商业数据专条”的建构——落实中央关于数据产权制度顶层设计的一种方案_孔祥俊.txt,data/论反不正当竞争法“商业数据专条”的建构——落实中央关于数据产权制度顶层设计的一种方案_孔祥俊.pdf,1,
论反不正当竞争法的二元法益保护谱系——基于新业态新模式新成果的观察,孔祥俊,2021,政法论丛,纯反不正当竞争,竞争秩序与行为规制,上海交大知产,papers/论反不正当竞争法的二元法益保护谱系——基于新业态新模式新成果的观察_孔祥俊.md,txt/论反不正当竞争法的二元法益保护谱系——基于新业态新模式新成果的观察_孔祥俊.txt,data/论反不正当竞争法的二元法益保护谱系——基于新业态新模式新成果的观察_孔祥俊.pdf,1,
论商业贿赂行为的类型化处理——兼论《反不正当竞争法》相关条款的修订,侯利阳,2024,法学,纯反不正当竞争,商业贿赂,反不正当竞争法,专题/反不正当竞争法/papers/论商业贿赂行为的类型化处理——兼论《反不正当竞争法》相关条款的修订_侯利阳.md,txt/论商业贿赂行为的类型化处理——兼论《反不正当竞争法》相关条款的修订_侯利阳.txt,data/论商业贿赂行为的类型化处理——兼论《反不正当竞争法》相关条款的修订_侯利阳.pdf,1,
论地理标志构成要素的认定,冯术杰,2024,知识产权,商标法,商业标识、地理标志与混淆,清华知产,papers/论地理标志构成要素的认定_冯术杰.md,txt/论地理标志构成要素的认定_冯术杰.txt,data/论地理标志构成要素的认定_冯术杰.pdf,1,
论垄断行为的竞合,侯利阳,2024,中国法学,纯反不正当竞争,反不正当竞争法一般条款、商业道德与行为类型化；平台竞争与反垄断,反不正当竞争法,专题/反不正当竞争法/papers/论垄断行为的竞合_侯利阳.md,txt/论垄断行为的竞合_侯利阳.txt,data/论垄断行为的竞合_侯利阳.pdf,1,
论平台内经营者数据的权利配置,侯利阳,2024,政法论丛,数据法、个人信息与算法治理,数据权益配置与数字治理,反不正当竞争法,专题/反不正当竞争法/papers/论平台内经营者数据的权利配置_侯利阳.md,txt/论平台内经营者数据的权利配置_侯利阳.txt,data/论平台内经营者数据的权利配置_侯利阳.pdf,1,
论平面美术作品著作权的保护范围——从“形象”与“图形”的区分视角,王迁,2020,现代法学,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/论平面美术作品著作权的保护范围——从“形象”与“图形”的区分视角_王迁.md,txt/论平面美术作品著作权的保护范围——从“形象”与“图形”的区分视角_王迁.txt,data/论平面美术作品著作权的保护范围——从“形象”与“图形”的区分视角_王迁.pdf,1,
论“应当由著作权人享有的其他权利”,李琛,2022,《知识产权》2022年第6期,知识产权—著作权法,知识产权基础理论与制度治理,人大知产,专题/人大知产/papers/论“应当由著作权人享有的其他权利”_李琛.md,txt/论“应当由著作权人享有的其他权利”_李琛.txt,data/论“应当由著作权人享有的其他权利”_李琛.pdf,1,
论我国《商标法》的私权中心主义——《商标法》公法秩序与私权保护之定位,孔祥俊,2023,政法论丛,商标法,商业标识、地理标志与混淆,上海交大知产,papers/论我国《商标法》的私权中心主义——《商标法》公法秩序与私权保护之定位_孔祥俊.md,txt/论我国《商标法》的私权中心主义——《商标法》公法秩序与私权保护之定位_孔祥俊.txt,data/论我国《商标法》的私权中心主义——《商标法》公法秩序与私权保护之定位_孔祥俊.pdf,1,
论提供互联网点播终端服务在《著作权法》中的定性,王迁,2022,法律科学（西北政法大学学报）,知识产权—著作权法,网络传播行为与平台版权责任,华政王迁,papers/论提供互联网点播终端服务在《著作权法》中的定性_王迁.md,txt/论提供互联网点播终端服务在《著作权法》中的定性_王迁.txt,data/论提供互联网点播终端服务在《著作权法》中的定性_王迁.pdf,1,
论版权法对滥用技术措施行为的规制,王迁,2018,现代法学,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/论版权法对滥用技术措施行为的规制_王迁.md,txt/论版权法对滥用技术措施行为的规制_王迁.txt,data/论版权法对滥用技术措施行为的规制_王迁.pdf,1,
论独家交易的反垄断法分析框架——基于我国典型案件的考察与分析,侯利阳、章韶轩,2025,竞争政策研究,纯反不正当竞争,平台竞争与反垄断,反不正当竞争法,专题/反不正当竞争法/papers/论独家交易的反垄断法分析框架——基于我国典型案件的考察与分析_侯利阳_章韶轩.md,txt/论独家交易的反垄断法分析框架——基于我国典型案件的考察与分析_侯利阳.txt,data/论独家交易的反垄断法分析框架——基于我国典型案件的考察与分析_侯利阳.pdf,1,源 PDF 文件名仅标注侯利阳，原文署名为侯利阳、章韶轩；本笔记按原文真实作者记录。
论现场直播的“固定”,王迁,2019,华东政法大学学报,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/论现场直播的“固定”_王迁.md,txt/论现场直播的“固定”_王迁.txt,data/论现场直播的“固定”_王迁.pdf,1,
论用户主张AIGC版权的“最低限度创造性标准”,蒋舸,2025,中外法学,知识产权—著作权法,AIGC可版权性、创作行为与作者认定；著作权作品、独创性与表达边界；知识产权基础理论与制度治理,清华知产,papers/论用户主张AIGC版权的最低限度创造性标准_蒋舸.md,txt/论用户主张AIGC版权的“最低限度创造性标准”_蒋舸.txt,data/论用户主张AIGC版权的“最低限度创造性标准”_蒋舸.pdf,1,
论知识产权的公共政策性,孔祥俊,2021,上海交通大学学报（哲学社会科学版）,其他知识产权与综合治理,知识产权基础理论与制度治理,上海交大知产,papers/论知识产权的公共政策性_孔祥俊.md,txt/论知识产权的公共政策性_孔祥俊.txt,data/论知识产权的公共政策性_孔祥俊.pdf,1,
论知识产权许可费损失的计算,蒋舸,2018,,其他知识产权与综合治理,知识产权救济与损害赔偿,清华知产,papers/论知识产权许可费损失的计算_蒋舸.md,txt/论知识产权许可费损失的计算_蒋舸.txt,data/论知识产权许可费损失的计算_蒋舸.pdf,1,
论算法推荐的版权中立性,崔国斌,2024,当代法学,知识产权—著作权法,平台过滤义务、避风港与通知移除；网络传播行为与平台版权责任,清华知产,papers/论算法推荐的版权中立性_崔国斌.md,txt/论算法推荐的版权中立性_崔国斌.txt,data/论算法推荐的版权中立性_崔国斌.pdf,1,
论网络平台知识产权惩罚性赔偿的司法适用,易继明,2025,版权理论与实务,其他知识产权与综合治理,知识产权救济与损害赔偿,北大知产,专题/北大知产/papers/论网络平台知识产权惩罚性赔偿的司法适用_易继明.md,txt/论网络平台知识产权惩罚性赔偿的司法适用_易继明.txt,data/论网络平台知识产权惩罚性赔偿的司法适用_易继明.pdf,1,
论网络环境中表演权的适用——兼评《著作权法修改草案(送审稿)》对表演权的定义,王迁,2017,比较法研究,知识产权—著作权法,网络传播行为与平台版权责任；著作权作品、独创性与表达边界；商业标识、地理标志与混淆；传统文化、公共健康与国际规则,华政王迁,papers/论网络环境中表演权的适用——兼评《著作权法修改草案(送审稿)》对表演权的定义_王迁.md,txt/论网络环境中表演权的适用——兼评《著作权法修改草案(送审稿)》对表演权的定义_王迁.txt,data/论网络环境中表演权的适用——兼评《著作权法修改草案(送审稿)》对表演权的定义_王迁.pdf,1,
论舞蹈作品的范围——兼评“《月光》舞蹈案”,王迁,2024,知识产权,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/论舞蹈作品的范围——兼评“《月光》舞蹈案”_王迁.md,txt/论舞蹈作品的范围——兼评“《月光》舞蹈案”_王迁.txt,data/论舞蹈作品的范围——兼评“《月光》舞蹈案”_王迁.pdf,1,
论著作权保护刑民衔接的正当性,王迁,2021,法学,知识产权—著作权法,著作权权利体系与传统作品问题,华政王迁,papers/论著作权保护刑民衔接的正当性_王迁.md,txt/论著作权保护刑民衔接的正当性_王迁.txt,data/论著作权保护刑民衔接的正当性_王迁.pdf,1,
论著作权公示原则的确立及实践路径——以《著作权法》修法为契机,杨明,2020,《中国出版》2020年第19期,知识产权—著作权法,平台竞争与反垄断,北大知产,专题/北大知产/papers/论著作权公示原则的确立及实践路径——以《著作权法》修法为契机_杨明.md,txt/论著作权公示原则的确立及实践路径——以《著作权法》修法为契机_杨明.txt,data/论著作权公示原则的确立及实践路径——以《著作权法》修法为契机_杨明.pdf,1,
论著作权法上的创作行为——以人工智能生成内容可版权性争议为切入点,涂藤,2026,清华法学,知识产权—著作权法,AIGC可版权性、创作行为与作者认定,著作权法近两年,专题/著作权法近两年/papers/论著作权法上的创作行为——以人工智能生成内容可版权性争议为切入点_涂藤.md,txt/论著作权法上的创作行为——以人工智能生成内容可版权性争议为切入点_涂藤.txt,data/论著作权法上的创作行为——以人工智能生成内容可版权性争议为切入点_涂藤.pdf,1,
论著作权法中作品独创性的判断方法,万勇、李亚兰,2025,学术月刊,知识产权—著作权法,AIGC可版权性、创作行为与作者认定；著作权作品、独创性与表达边界；知识产权基础理论与制度治理,著作权法近两年,专题/著作权法近两年/papers/论著作权法中作品独创性的判断方法_万勇.md,txt/论著作权法中作品独创性的判断方法_万勇.txt,data/论著作权法中作品独创性的判断方法_万勇.pdf,1,
论著作权法中“合法来源抗辩”的正当性及范围,王迁,2024,中外法学,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/论著作权法中“合法来源抗辩”的正当性及范围_王迁.md,txt/论著作权法中“合法来源抗辩”的正当性及范围_王迁.txt,data/论著作权法中“合法来源抗辩”的正当性及范围_王迁.pdf,1,
论著作权法中文学角色借用合法性判断的路径及标准,李亚兰,2026,知识产权,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用,著作权法近两年,专题/著作权法近两年/papers/论著作权法中文学角色借用合法性判断的路径及标准_李亚兰.md,txt/论著作权法中文学角色借用合法性判断的路径及标准_李亚兰.txt,data/论著作权法中文学角色借用合法性判断的路径及标准_李亚兰.pdf,1,
论《著作权法》中“署名推定”的适用,王迁,2023,法学,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/论《著作权法》中“署名推定”的适用_王迁.md,txt/论《著作权法》中“署名推定”的适用_王迁.txt,data/论《著作权法》中“署名推定”的适用_王迁.pdf,1,
论《著作权法》对“网播”的规制,王迁,2022,现代法学,知识产权—著作权法,网络传播行为与平台版权责任,华政王迁,papers/论《著作权法》对“网播”的规制_王迁.md,txt/论《著作权法》对“网播”的规制_王迁.txt,data/论《著作权法》对“网播”的规制_王迁.pdf,1,
论著作权法的“宽进宽出”结构,蒋舸,2021,中外法学,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用；反不正当竞争法一般条款、商业道德与行为类型化；知识产权基础理论与制度治理,清华知产,papers/论著作权法的“宽进宽出”结构_蒋舸.md,txt/论著作权法的“宽进宽出”结构_蒋舸.txt,data/论著作权法的“宽进宽出”结构_蒋舸.pdf,1,
论规制视频广告屏蔽行为的正当性——与“接触控制措施”的版权法保护相类比,王迁,2020,华东政法大学学报,知识产权—著作权法,反不正当竞争法一般条款、商业道德与行为类型化,华政王迁,papers/论规制视频广告屏蔽行为的正当性——与“接触控制措施”的版权法保护相类比_王迁.md,txt/论规制视频广告屏蔽行为的正当性——与“接触控制措施”的版权法保护相类比_王迁.txt,data/论规制视频广告屏蔽行为的正当性——与“接触控制措施”的版权法保护相类比_王迁.pdf,1,
论视听作品的范围及权利归属,王迁,2021,中外法学,知识产权—著作权法,著作权作品、独创性与表达边界,华政王迁,papers/论视听作品的范围及权利归属_王迁.md,txt/论视听作品的范围及权利归属_王迁.txt,data/论视听作品的范围及权利归属_王迁.pdf,1,
论通过互联网传播作品不构成“出版”,王迁,2019,上海师范大学学报(哲学社会科学版),知识产权—著作权法,网络传播行为与平台版权责任；著作权作品、独创性与表达边界,华政王迁,papers/论通过互联网传播作品不构成“出版”_王迁.md,txt/论通过互联网传播作品不构成“出版”_王迁.txt,data/论通过互联网传播作品不构成“出版”_王迁.pdf,1,
论“避风港规则”改革的正当性错配,刘维,2026,中国法律评论,知识产权—著作权法,平台过滤义务、避风港与通知移除；网络传播行为与平台版权责任,著作权法近两年,专题/著作权法近两年/papers/论“避风港规则”改革的正当性错配_刘维.md,txt/论“避风港规则”改革的正当性错配_刘维.txt,data/论“避风港规则”改革的正当性错配_刘维.pdf,1,
试论生成式人工智能服务提供者的合理注意义务,吴汉东,2025,知识产权,知识产权—著作权法,生成式AI输出侵权与服务提供者责任；平台过滤义务、避风港与通知移除,著作权法近两年,专题/著作权法近两年/papers/试论生成式人工智能服务提供者的合理注意义务_吴汉东.md,txt/试论生成式人工智能服务提供者的合理注意义务_吴汉东.txt,data/试论生成式人工智能服务提供者的合理注意义务_吴汉东.pdf,1,
进一步发挥公证在知识产权保护中作用的思考,王迁,2017,中国公证,其他知识产权与综合治理,知识产权综合治理,华政王迁,papers/进一步发挥公证在知识产权保护中作用的思考_王迁.md,txt/进一步发挥公证在知识产权保护中作用的思考_王迁.txt,data/进一步发挥公证在知识产权保护中作用的思考_王迁.pdf,1,
“通知—删除”规则的结构扩张与适用限制,王杰,2025,知识产权,知识产权—著作权法,生成式AI输出侵权与服务提供者责任；平台过滤义务、避风港与通知移除；网络传播行为与平台版权责任,上海交大知产；著作权法近两年,papers/“通知—删除”规则的结构扩张与适用限制_王杰.md,txt/“通知—删除”规则的结构扩张与适用限制_王杰.txt,data/“通知—删除”规则的结构扩张与适用限制_王杰.pdf,2,
通过网络平台专有权实现对企业数据权益的保护,吴伟光,2023,政治与法律,数据法、个人信息与算法治理,商业数据确权与竞争法保护；知识产权基础理论与制度治理,清华知产,papers/通过网络平台专有权实现对企业数据权益的保护_吴伟光.md,txt/通过网络平台专有权实现对企业数据权益的保护_吴伟光.txt,data/通过网络平台专有权实现对企业数据权益的保护_吴伟光.pdf,1,
“邻接权兜底保护”路径之反思——从古籍点校到人工智能生成内容,蒋舸,2026,清华法学,知识产权—著作权法,AIGC可版权性、创作行为与作者认定；知识产权基础理论与制度治理,清华知产,papers/✅“邻接权兜底保护”路径之反思——从古籍点校到人工智能生成内容_蒋舸.md,txt/“邻接权兜底保护”路径之反思——从古籍点校到人工智能生成内容_蒋舸.txt,data/“邻接权兜底保护”路径之反思——从古籍点校到人工智能生成内容_蒋舸.pdf,1,
重思“表达”概念的规范意义——兼论人工智能用户指令行为的法律性质,李琛,2025,《知识产权》2025年第5期,知识产权—著作权法,AIGC可版权性、创作行为与作者认定；著作权作品、独创性与表达边界；知识产权基础理论与制度治理,著作权法近两年；人大知产,专题/著作权法近两年/papers/重思“表达”概念的规范意义——兼论人工智能用户指令行为的法律性质_李琛.md,txt/重思“表达”概念的规范意义——兼论人工智能用户指令行为的法律性质_李琛.txt,data/重思“表达”概念的规范意义——兼论人工智能用户指令行为的法律性质_李琛.pdf,1,
限制注册商标权：商标先用权制度的改革路径,冯术杰,2019,知识产权,商标法,商业标识、地理标志与混淆,清华知产,papers/限制注册商标权：商标先用权制度的改革路径_冯术杰.md,txt/限制注册商标权：商标先用权制度的改革路径_冯术杰.txt,data/限制注册商标权：商标先用权制度的改革路径_冯术杰.pdf,1,
集体商标和证明商标保护体系的重构,王迁,2025,法学研究,商标法,商业标识、地理标志与混淆,华政王迁,papers/集体商标和证明商标保护体系的重构_王迁.md,txt/集体商标和证明商标保护体系的重构_王迁.txt,data/集体商标和证明商标保护体系的重构_王迁.pdf,1,
《马拉喀什条约》与无障碍电影,王迁,,,知识产权—著作权法,著作权作品、独创性与表达边界；著作权限制、例外与合理使用；传统文化、公共健康与国际规则,华政王迁,papers/《马拉喀什条约》与无障碍电影_王迁.md,txt/《马拉喀什条约》与无障碍电影_王迁.txt,data/《马拉喀什条约》与无障碍电影_王迁.pdf,1,
